Title,Authors,ISBN10,ISBN13,Biblionumber,PublisherName
"Mahabharat khanda-7 महाभारत खंड - ७","Valimbe, Ra. Sham. [Anuvadak Va Sampadak]",,,14616,"Vidharba Marathwada Book"
"Mahabharat khanda-8 महाभारत खंड - ८","Valimbe, Ra. Sham. [Anuvadak Va Sampadak]",,,4781,"Vidharba Marathwada Book"
"Mahabharat khanda-9 महाभारत खंड - ९","Valimbe, Ra. Sham. [Anuvadak Va Sampadak]",,,8361,"Vidharba Marathwada Book"
"Mahabharat pahila etihas महाभारत पहिला इतिहास","Kanitakara Vi Ga",,,6835,
"Mahabharata khanda-11 महाभारत खंड - ११","Valimbe, Ra. Sham. [Anuvadak Va Sampadak]",,,10506,"Vidharba Marathwada Book"
"Mahadaji shinde महादजी शिंद","Dandekar, Vishvas.",,,19389,Kanhere
Mahaprayan,"Sharma, Rameshchandra",,,9746,"Parag Prakashan"
"Mahapurushanchi mahayatra महापुरुषांची महायात रा","Kher, Bha.Da.",,,20756,"Dnyanada Publications"
"Maharahtra 1994 महाराष ट र 1994","Dastane, S.",,,1428,
Maharashtra,"Doshi, S.",,,21764,
Maharashtra,"Sahgal, Miel",,,21765,"Local Colour"
Maharashtra,"Arthur Andersen",,,21766,"Government of Maharashtra"
"Nineteenth Century History of Maharashtra: 1858-1920","Sunthankar, B.R.",,,12616,"Popular Book Depot"
"Glimpses of Maharashtra","Dastane, Santosh",,,18437,
"Glimpses of Maharashtra","Dastane, Santosh",,,3905,
"Glimpses of Maharashtra","Dastane, Santosh",,,7731,"Dastane R &"
"Maharashtra 1997-98 महाराष ट र १९९७-९८","Dastane, Santosh",,,1165,Dastane
"Maharashtra 2002 महाराष ट र २००२","Dastane, Santosh",,,1181,"Dastane Ramachandra"
"The Maharashtra Regional and Town Planning Act, 1966 (Mah. Act No. XXXVII of 1966), with Rules","Maharashtra Law and Justice",,,17574,
"The Maharashtra Regional and Town Planning Act, 1966 (Mah. Act No. XXXVII of 1966), with Rules","Maharashtra Law and Acts.",,,3439,
"Maharashtra act no xvi of 1975 the maharashtra state tax on profession, trade, callings ad employments act, 1975","Gov. of The Maharastra Law and Judiciary Departmet",,,15929,"Maharashtra State"
"Maharashtra administrative atlas","Government of India",,,10096,"Directorate of Census Operations"
"Maharashtra civil services (commutation of pension) rules 1984","Deopujari, U.P.",,,18066,"Nagpur Law House"
"Maharashtra co-operatiove societies act, 1960 (1991)","Bombay Law House",,,12887,"Bombay Law House"
"Maharashtra co-operative societies act 1960",,,,17453,"Bombay Law House"
"Maharashtra co-operative societies act 1960 and rules 1961 (latest ammendments","Dighe, Sunil",,,12243,"Snow White Publications"
"Maharashtra co-operative societies act, 1960 (as amended by mah act no 57 of 2017","Jain Mahendra C.",,,16584,"Law Times Bombay"
"Maharashtra darshan महाराष ट र दर शन","Dandekar, Gopal Nilkhanth",,,13977,"Mrunmai Prakashan"
"Maharashtra industrial directory 1994-95",,,,17524,
"Maharashtra industrial directory, 1995-95",,,,17643,
"Maharashtra industries directory","Thane Industrial Publications",,,8337,
"Maharashtra karnatakateel suvarnakal महाराष ट र - कर नाटकातील सुवर णकाल","Pagdi, Setumadhavrav.",,,12231,"Parchure Prakashan Mandir"
"K.S. Gupte's Commentaries on the Maharashtra Land Revenue Code","Gupte, A.K. [Et.al]",,,12998,"Hind Law House"
"K.S. Gupte's Commentaries on the Maharashtra Land Revenue Code","Gupte, A.K. [Et.al]",,,12999,"Hind Law House"
"K.S. Gupte's Commentaries on the Maharashtra Land Revenue Code","Gupte A.K. [Et.al]",,,13000,"Hind Law House"
"Maharashtra local acts & rules 1827- 1987",Gupte,,,5985,"Hind Law House"
"Maharashtra local acts & rules 1827- 1987",Gupte,,,5986,"Hind Law House"
"Maharashtra local acts & rules 1827- 1987",Gupte,,,5987,"Hind Law House"
"Maharashtra local acts & rules 1827- 1990",Gupte,,,11318,"Hind Law House"
"Maharashtra local acts & rules 1827- 1990",Gupte,,,11319,"Hind Law House"
"K.S. Gupte's Maharashtra/Gujarat, the Bombay Tenancy & Agricultural Lands Act, with Rules",Gupte,,,3379,"Hind Law House"
"K.S. Gupte's Maharashtra/Gujarat, the Bombay Tenancy & Agricultural Lands Act, with Rules",Gupte,,,4348,
"K.S. Gupte's Maharashtra/Gujarat, the Bombay Tenancy & Agricultural Lands Act, with Rules","Gupte [Et.al]",,,4349,"Hind Law House"
"Maharashtra local acts and rules (1827-1998) with regulations, orders and case law [civil, criminal, revenue, taxation, labour]","Gupte, A.K.",,,11114,"Hind Law House"
"Maharashtra local acts and rules (1827-2000) with regulations, orders and case law [civil, criminal, revenue, taxation, labour]","Gupte, A.K.",,,15390,"Hind Law House"
"K.S. Gupte's Maharashtra/Gujarat, the Bombay Tenancy & Agricultural Lands Act, with Rules","Gupte, A.K. [Et.al]",,,1577,"Hind Law House"
"K.S. Gupte's Maharashtra/Gujarat, the Bombay Tenancy & Agricultural Lands Act, with Rules","Gupte, A.K. [Et.al]",,,18760,"Hind Law House"
"K.S. Gupte's Maharashtra/Gujarat, the Bombay Tenancy & Agricultural Lands Act, with Rules","Gupte, A.K. [Et.al]",,,18761,"Hind Law House"
"Maharashtra localacts rules 1827-1987 (betting to cinema)","Gupte [Et.al]",,,8715,"Hind Law House"
"Maharashtra motor vehicles rules, 1989","Choudhary, A.N.",,,8263,"Shanti Law House"
"Maharashtra public trust act (bom act xxix of 1950)","Dighe, Sunil",,,20939,"Snow White Publications"
"Maharashtra public trust act 1950 along with rules, 1951 (bomact xxix of 1950)","Dighe, Sunil",,,3927,"Snow White Publications"
"Maharashtra recognition of trade unions and prevention of unfair labour practices act, 1971 with rules and the industrial court regulations, 1975","Labour Law Agency",,,3202,"Labour Law Agency"
"Maharashtra right to information act (act no38 of 2000)","Bhupesh Publications",,,21749,"Bhupesh Publications"
"Maharashtra road atlas","Patel, P.S. and Arya, R.P.Eds.",,,8237,"Anand Sahitya"
"Maharashtra state tax on professions, trade, callings and employment","Mathuria, M.S. Comp.",,,3607,"Legal Information Service"
"Maharashtra state tax on professions, trade, callings and employments act, 1975","Jain, M.C.",,,2892,"Law Times (Bombay)"
"Maharashtra state tax on professions, trades, callings and employment act, 1975","Bombay Law House.",,,4709,"Bombay Law House"
"Maharashtra state tax on professions, trades, callings and employment rules","Gov of Maharashtra",,,19745,
"Maharashtra state tax on professions, trades, callings and employments act, 1975 with rules (act noxvi of 1975) as amended up to 155 2010","Mathuria, M.S.",,,12677,"Legal Information Service"
"Maharashtra state tax on professions, trades, callings and employmentsact, 1975, 2009-2010","Subramanian, P. L.",,,7279,"Snow White Publications"
"Maharashtra tax on luxuries act, 1987 with rules (act noxli of 1987) as amended up to 1552010","Mathuria, M.S.",,,14078,"Legal Information Service"
"Maharashtra universities act, 1994 (act noxxxv of 1994)","Current Publications",,,2468,"Current Publications"
"Maharashtratil shahare","Joharapurkar, B.",,,14896,"Pramod Prakashan"
"Maharastratil nisargaleni","Kunte, Dhananjay",,,3771,
"Maharshtra land revenue(dusoisak if govt lands) rules 1971","Maharashtra Land Revenue Dept",,,15783,"Maharashtra Land Revenue Dept"
"Maharudra bajiprabhu महारुद र बाजीप रभ","Dadhe, Aravind Shreedhar",,,7129,"Akshayvidya Prakashan"
"Mahasagar महासागर","Dalavi, Jayavanta",,,4749,Majestic
"Mahasagar महासागर","Rane, Bal",,,4750,"Majestic Prakashan"
"Mahashweta महाश व ता","Kshetramde, Sumati",,,3277,Navachaitanya
"Mahatma gandhi, congress ani bharatachi falnianu rasosaraf aani abagul","Jha, Devachandra",,,15707,Shreevidhya
"Mahotstav मह त सव","Kale, Va.Pu.",,,9192,"Menaka Prakashan"
"Mahtma gandhi","New India Digest",,,14956,"India Digest Foundation"
"Main Main Aur Kewal Main","Joshi, Sharad",9352292340,9789352292349,8883,"Vani Prakashan"
"Mailing List Strategies","Harper, Rose",0070266751,9780070266759,3355,"Mac Graw Book Co"
"Mailon mail म ल न म ल","Pai, Suresh",,,10883,"Dnyanada Publications"
"MainBoard Driver utilities 2.5.1",,,,24958,
Maiphal,"Samant, Bal",,,12701,"Utkarsh Prakashan"
"Maitra jeevache! म त र जीवाच ! आव त ती १","Mahajan, Vidur",,,14066,"Granthali Prakashan"
"Maitra म त र","Deshpande, Pu.La.",,,20890,Mauj
"Maitrin म त रिण","Parulekar, Aasha.",,,21698,"Unmesh Prakashan"
"Maitrini म त रिणी","Savkar, Indrayani",,,21969,"Dilip Prakshan"
"Majal daramajal  मजल दरमजल","Joshi, Ra.Bhi.",,,7105,"Mauj Prakashan Gruha"
"Majestic universe","Rennie, John",,,4477,"Scientific American"
"Majhe hayku माझ हायक","Pai, Shirish.",,,5107,Dimple
"Majhi janmathep माझी जन मठ प","Savarkar, Vi. Da.",,,18711,"Parchure Prakashan Mandir"
"Majhi kansaryatra माझी क न सरयात रा","Vajhe, Sangeeta.",,,239,"Arthi Prakaahan"
"Majhiya mana ! माझिया मना !","Davane, Pravin",,,18930,Navchaitanya
"Majhya kalavantanno! माझ या कलावंतांन !","Kulakarni, Ra.Ba.",,,15062,"Suparna Prakashan"
"Majority act, 1875 (9 of 1875) along with the guardian and wards act, 1980 (8 of 1890)","Universal Law Publishing Co. .",,,6365,"Universal Law Publishing"
"Makadmeva माकडम वा","Mirasdar, Da. Ma.",,,3479,Suparna
"Make Your Connections Count!","Giovagnoli, M.",9837202297,9789837202290,44,Dearborn
"Make Your Training Results Last","Bader, G.E. [Et.al]",074941684X,9780749416843,14445,"Kogan Page"
"Makers of Management","Clutterbuck, D.",0333565711,9780333565711,17380,"Rupa &"
"Romancing the Balance Sheet","Lamba, Anil",9353020379,9789353020378,25196,Pune
"Making a Balance Sheet- Without any Knowledge of Accounting Duration: 44Mins  Format: DVDPAL","Lamba, Anil",,,24008,"Lamcon Finance & Management Services Pvt. Ltd."
"Making best of childhood म किंग ब स ट ऑफ चाईल डहुड","Bramhane, Prashant",,,3698,"Personality School"
"Making Effective Use of Executive Time","Austin, Bruce",0946679061,9780946679065,8134,"Sterling Publications"
"Making Experience Work","Blake, Rebent",,,3309,"Mc Graw Hill Book Company"
"Making Groups Effective","Zander , Alvin",0875895220,9780875895222,12801,"Jossey-Bass Pub."
"Making Groups Effective","Zander, Alvin",0875895220,9780875895222,12802,
"Making Information Systems Work","Bentley, Trevor J.",1349039551,9781349039555,3468,"Macmillan Press"
"Making It Happen","Harvey Jones, John",1861976917,9781861976918,18552,Collins
"Making Management Decisions",Cooke,0135434068,9780135434062,5012,"Prentice Hall Publications"
"Gods of Management","Handy, Charles",0195096177,9780195096170,448,"Pitman Publication"
"Making Marketing Work","Earls, G. [Et.al]",185091530X,9781850915300,10760,Wheeler
"Making meetings work","Zenith Global Consultants Ltd.",,,25074,"ZENITH GLOBAL CONSUTANTS LIMITED"
"Romancing the Balance Sheet","Lamba, Anil",9353020379,9789353020378,23770,"Lamcon Finance and Management Services Pvt. Ltd."
"Romancing the Balance Sheet","Lamba, Anil",9353020379,9789353020378,25391,"Lamcon Finance and Management Services Pvt. Ltd."
"The Making of a Manager","Lopez, Felix M.",0814452205,9780814452202,5217,"Taraporvala Publishing Industries"
"The Making of a Manager","Wellman, D.A.",0749417943,9780749417949,5218,Lancer
"Making of digital library, national insurance academy","Dhaygude, A.A.",,,20274,"National Insurance Academy"
"The Making of Economic Policy","Sheffrin, Steven",155786022X,9781557860224,12899,"Basil Blackwell"
"The Making of Microsoft","Ichbiah, D. [Et.al]",,,5294,"BPB Publication"
"Making Organizational Roles Effective","Pareek, Udai",0074623192,9780074623190,10818,"Tata Mc-Graw Hill"
"The Making of the Indian Working Class","Bahl, S.",,,19256,Wheeler
"Making problem solver","Weinrauch J D",,,7728,"John Wiley & Sons"
"Making sales","Prus, R C",,,19277,"Sage Publications"
"Making strategic planning work in practice",Denning,,,21544,"Pergamon Press"
"Making Strategy Work",Hamermesh,,,10004,"John Wiley & Sons"
"Making the most of yourself (14 Minutes)",BBC,,,23537,"BBC WORLDWIDE LTD."
"Making Training Work","Gunter, Berton H.",0873893409,9780873893404,6103,"Ben Johnston Publication"
"Making Your Meetings More Effective","Smith, L.",094667910X,9780946679102,1396,"Sterling Publishers"
"Making Your Own Will","Talwar, Rajesh",8170949351,9788170949350,8922,"Vision Books"
"Malaysian insurance directory 1986-87","Malaysian National Reinsurance Berhad",,,921,
"Malgudi days","Narayanan R.K.",,,2349,"Viking Press"
"Malgudi landscapes","Krishnan, S. Ed.",,,17558,"Penguin Books"
Malice,"Steel, Danielle",1409093034,9781409093039,4819,Corgi
"Malojiraje ani shajimaharaj","Bendre, Va. Ci.",,,17219,"Parshv Publications"
"The Mammoth Book of Women Who Kill","Jones, R.G.",1780333676,9781780333670,17493,"Jaico Publishing"
"The Mammoth Book of Merlin","Ashley, Mike",1849011117,9781849011112,2271,"Jaice Publishing"
"The Mammoth Hunters","Auel, Jean M.",,,20767,Bantam
"Man from broken hills","L'armour, Louis",,,12044,Transworld
"THE MAN IN THE BROWN SUIT","Christie, Agatha",,,15151,
"Man management","Augustin, K X",,,4241,"Austin Academic Center"
"Man of perfection (5 hrs and 5 mins.)","Chinmayananda, Swami",,,24493,"Central Chinmaya Mission Trust"
"A Textbook of Human Resource Management","Dwivedi, R. S",8125919139,9788125919131,20607,"Prentice-Hall of India"
"The Man Who Knew Infinity","Kanigel, Robert",1476763496,9781476763491,18481,"Rupa & Co"
"The Man Who Listens to Horses","Roberts, Monty",0345510453,9780345510457,2061,Arrow
"This is the Jungle","Anderson, K.",,,466,"Harper Collings"
"Man-eaters and memories (shikariche divas)","Turner, K.J.E.",,,4236,"Navchaitanya Prakashan"
"Man, The Unknown","Carrel, Alexis",1789125103,9781789125108,22317,
"Man, woman & child","Seghal, E",,,14229,"Bantam Books"
"Mana kara re prasanna","Bhave, Sarita [Et.al]",,,15328,Shrividhya
Manadarpan,"Bandyopadhyay, Manik",,,14414,"Bharat Dyan Vidnyan Prakashan"
"Manage time (Disc 1 and Disc 2)",Buzzers,,,22972,"Vision Interactive System"
"Manage time: make the most of your valuable time (Disc 1)",V3,,,25258,"Vision Interactive System"
"Manage your time","Garrat, Sally",,,21613,"Fontana Publication"
Management,"Bovee, C.L.And Others",0070068321,9780070068322,11630,Mcgraw-Hill
Management,"Knudson, Goodworth & Bell",,,11631,"Mc Graw Hill Kogakusha"
"Business Policy and Strategic Management","Glueck, W.F.",0071005072,9780071005074,11632,"The Dryden Press"
Management,"Mescon, Michael H.",,,11633,"Harper and Row"
"The Essence of Strategic Management","Bowman, Cliff",0132847388,9780132847384,11634,"Heinemann Profe Publishing"
"Theories of Organization","Tosi, Henry L.",1412924995,9781412924993,11635,"John Wiley & Sons"
Management,"Bartol, K.M. [Et.al]",0070054967,9780070054967,11636,
Management,"Koontz, Harold",,,11637,"Mc Graw Hill Book"
Management,"Gannnon, Martin J",,,11638,"Little , Bronw &"
Management,"Holt, David",013553934X,9780135539347,11639,"Prentice Hall Inc."
"Business Policy and Strategic Management","Glueck, William",0070662991,9780070662995,11640,"William Morrow"
"Management Policy and Strategy","Gray, Edmund",,,11644,"Mc Millan Publications"
Management,"O'dennell, K. H.",,,11645,"Mc Graw Hill Inc."
Management,"Koontz, Harold [Et.al]",,,11646,"Mcgraw Hill International Book"
Management,"Stoner, James A.F.",8131707040,9788131707043,11649,"Prentice Hall of India"
Management,"Stoner, James A.F.",8131707040,9788131707043,11650,"Prentice Hall of India"
"Human Resource Management","Anthony, W.P.",,,11651,"Addison Wesley Pub."
"People and Performance","Drucker, Peter F.",0750625023,9780750625029,11653,"Allied Publishers"
Management,Koontz,,,11654,"Mc Graw Hill Kogakusha"
"General and Industrial Management","Gray, E.",0273029819,9780273029816,11655,Mcmillan
"Management And Job Performance","Sharma, A.",8121200571,9788121200578,58,"Gian Publishing"
"Management and Machiavelli","Jay,",,,8722,"Hutchinson Business"
Management,"Oldcorn, Roger.",0330294571,9780330294577,3934,"Pan Books"
"Management accountant","Nandy, Debaprosanna",,,33753,"The institute of Cost Accountants of India"
"Practical Cost & Management Accounting","Paul, S.K.R.",8173814619,9788173814617,223,"New Central Book Agency"
"Management Accounting","Lucey, T.",1873981007,9781873981009,224,Elbs
"Management accounting",FII,,,225,"Federation of Insurance Institutes"
"Management accounting","Hingorani, N. I.",,,228,"Himalaya Publishing House"
"Management Accounting: Principles & Practice, 2E","Sahaf, M.A.",8125926569,9788125926566,230,"Ashish Publishing House"
"Management accounting ( as per revised syllabus wefjune 2009 for tybcom)","Ainapure, Varsha",,,16299,"Manan Prakashan"
"Management accounting (89)","Sri Ram and Co.",,,20278,"Sri Ram and"
"Management Accounting and Financial Management","Khan M.Y. & Jain P.K.",007451718X,9780074517185,7520,"Tata Mc-Graw Hill"
"Inflation Accounting as a Tool to Fight Inflation","Murao, Bahadur.",,,3200,"Meenakshi Prakashan"
"Management and Care of the Elderly","Harper, Mary S. Ed.",,,13863,Sage
"Management and financing of working capital","Sahoo, P.K.",,,6474,"Discovery Publishing House"
"Management and labour studies",,,,33910,"Sage Publications"
"Management and Machiavelli","Jay, Antony",,,13607,"Bantam Books"
"Management and Marketing of Services","Mudie, Peter [Et.al]",1136386459,9781136386459,3805,"Butterworth Heinemann Ltd"
